"V1","V2","V3","V4","V5","V6"
"1530155","3","16:58:08","3","17:09:09","bus"
"1530156","3","17:09:11","3","17:11:08","walk"
"1530157","4","07:30:48","4","17:18:31","walk"
"1530158","4","17:18:33","4","17:29:22","bus"
"1530159","4","17:29:24","4","17:32:09","walk"
"1530160","5","07:28:46","5","07:44:21","bus"
"1530161","5","07:44:23","5","21:06:06","walk"
"1530162","5","21:06:08","5","21:14:16","bus"
"1530163","5","21:14:18","5","21:17:32","walk"
"1530164","6","16:16:07","6","16:20:15","walk"
"1530165","6","16:20:17","6","16:29:36","bus"
"1530166","6","16:29:38","6","16:32:34","walk"
"1530167","6","20:09:00","6","20:36:14","taxi"
"1530168","6","20:36:43","6","20:39:57","walk"
"1530169","7","15:31:41","7","15:33:35","walk"
"1530170","7","15:49:16","7","16:19:10","taxi"
"1530171","7","16:19:12","7","16:20:50","walk"
"1530172","7","19:11:10","7","19:24:00","car"
"1530173","7","19:24:02","7","20:15:10","walk"
"1530174","7","20:15:12","7","20:29:10","taxi"
"1530175","7","20:29:12","7","20:32:10","walk"
"1530176","2","07:22:07","2","07:30:50","bus"
"1530177","2","07:30:52","2","17:08:38","walk"
"1530178","2","17:08:40","2","17:17:16","bus"
"1530179","2","17:17:18","2","17:26:05","walk"
"1530180","3","07:25:00","3","07:30:00","walk"
"1530181","3","17:02:01","3","17:17:22","bus"
"1530182","3","17:17:24","3","17:26:38","walk"
"1530183","4","07:23:31","4","17:18:10","walk"
"1530184","4","17:18:12","4","17:28:42","bus"
"1530185","4","17:28:44","4","17:33:59","walk"
"1530186","5","07:22:11","5","07:32:49","bus"
"1530187","5","07:32:51","5","07:35:35","walk"
"1530188","5","20:27:40","5","20:35:46","walk"
"1530189","5","20:39:07","5","20:41:17","train"
"1530190","5","20:42:13","5","20:52:39","walk"
"1530191","6","08:54:40","6","08:57:22","walk"
"1530192","6","08:58:09","6","09:17:27","taxi"
"1530193","6","12:08:00","6","12:16:25","walk"
"1530194","6","12:17:12","6","12:31:05","bus"
"1530195","6","12:31:13","6","16:06:06","walk"
"1530196","6","18:57:33","6","19:22:34","taxi"
"1530197","6","19:23:31","6","19:28:04","walk"
"1530198","7","10:42:47","7","10:46:40","walk"
"1530199","7","10:46:40","7","11:03:41","taxi"
"1530200","7","11:03:43","7","11:05:15","walk"
"1530201","7","14:41:48","7","14:58:32","taxi"
"1530202","1","07:13:34","1","07:22:35","bus"
"1530203","1","07:22:37","1","07:30:37","walk"
"1530204","1","17:41:49","1","18:51:00","bus"
"1530205","1","18:51:02","1","18:57:22","walk"
"1530206","2","07:23:47","2","07:32:52","bus"
"1530207","2","07:32:54","2","07:35:47","walk"
"1530208","2","18:36:31","2","18:47:24","bus"
"1530209","2","18:47:26","2","18:54:40","walk"
"1530210","3","17:09:12","3","17:34:48","walk"
"1530211","3","17:34:50","3","17:58:12","taxi"
"1530212","4","07:19:08","4","07:31:43","bus"
"1530213","4","07:31:45","4","07:34:32","walk"
"1530214","4","20:51:10","4","20:55:57","taxi"
"1530215","4","20:55:59","4","21:29:30","walk"
"1530216","4","21:29:32","4","21:53:07","taxi"
"1530217","4","21:53:09","4","21:56:43","walk"
"1530218","5","07:00:00","5","08:00:15","bus"
"1530219","5","08:00:17","5","17:42:38","walk"
"1530220","5","17:42:40","5","18:48:50","bus"
"1530221","5","18:48:52","5","19:00:00","walk"
"1530222","7","08:31:37","7","08:54:30","taxi"
"1530223","7","08:54:32","7","08:55:38","walk"
"1530224","7","19:25:41","7","19:38:17","taxi"
"1530225","7","19:38:19","7","20:11:13","walk"
"1530226","7","20:11:15","7","20:29:35","bus"
"1530227","7","20:29:37","7","20:30:47","walk"
"1530228","7","20:30:49","7","20:51:03","taxi"
"1530229","7","20:51:05","7","20:55:43","walk"
"1530230","1","17:59:29","1","18:07:38","bus"
"1530231","1","18:20:54","1","18:24:13","walk"
"1530232","2","20:04:30","2","21:22:28","taxi"
"1530233","3","07:26:42","3","07:40:56","bus"
"1530234","3","07:40:58","3","07:44:12","walk"
"1530235","3","21:15:00","3","21:31:48","taxi"
"1530236","3","21:31:50","3","21:34:39","walk"
"1530237","4","19:56:58","4","20:04:12","bus"
"1530238","4","20:04:18","4","20:10:47","walk"
"1530239","5","07:46:25","5","08:06:12","bus"
"1530240","5","08:06:14","5","21:52:27","walk"
"1530241","6","09:13:55","6","09:27:15","taxi"
"1530242","6","09:27:17","6","11:47:20","walk"
"1530243","6","11:47:22","6","11:50:40","bus"
"1530244","6","11:50:42","6","19:31:24","walk"
"1530245","6","19:31:26","6","19:37:28","bus"
"1530246","6","19:37:30","6","20:57:52","walk"
"1530247","6","20:57:54","6","21:15:39","taxi"
"1530248","6","21:15:41","6","21:20:56","walk"
"1530249","1","07:24:36","1","07:37:30","bus"
"1530250","1","07:37:32","1","07:40:20","walk"
"1530251","1","20:43:55","1","20:46:48","subway"
"1530252","1","20:46:50","1","21:15:17","walk"
"1530253","2","17:41:18","2","18:01:45","bus"
"1530254","2","18:01:47","2","18:02:49","walk"
"1530255","3","07:17:53","3","07:27:14","bus"
"1530256","3","07:27:16","3","18:15:14","walk"
"1530257","3","18:15:16","3","18:23:50","bus"
"1530258","3","18:23:52","3","18:29:54","walk"
"1530259","4","07:39:03","4","17:17:39","walk"
"1530260","4","17:17:41","4","17:30:30","bus"
"1530261","4","17:30:32","4","17:38:47","walk"
"1530262","5","07:24:20","5","07:31:04","bus"
"1530263","5","21:52:31","5","21:54:32","walk"
"1530264","5","21:54:34","5","21:58:58","taxi"
"1530265","5","21:59:00","5","22:03:47","walk"
"1530266","6","10:58:38","6","11:34:36","walk"
"1530267","6","22:11:23","6","22:31:05","taxi"
"1530268","6","22:31:07","6","22:35:01","walk"
"1530269","1","07:48:21","1","16:49:30","walk"
"1530270","1","16:49:32","1","16:58:18","bus"
"1530271","1","16:58:20","1","17:03:57","walk"
"1530272","2","07:35:56","2","18:56:09","walk"
"1530273","2","18:56:11","2","19:04:12","bus"
"1530274","2","19:04:14","2","19:11:25","walk"
"1530275","3","07:46:36","3","17:22:38","walk"
"1530276","3","17:22:40","3","17:33:49","bus"
"1530277","3","17:33:51","3","17:39:49","walk"
"1530278","4","17:03:15","4","17:07:16","walk"
"1530279","4","17:07:18","4","17:17:40","bus"
"1530280","5","17:17:42","5","17:31:28","walk"
"1530281","6","09:55:49","6","09:57:49","walk"
"1530282","6","09:57:51","6","10:13:08","taxi"
"1530283","6","13:59:29","6","15:06:19","walk"
"1530284","6","15:13:28","6","15:16:36","walk"
"1530285","6","19:51:22","6","20:17:26","taxi"
"1530286","6","20:18:08","6","20:20:20","walk"
"1530287","7","08:59:03","7","09:02:43","walk"
"1530288","7","09:02:45","7","09:11:30","bus"
"1530289","7","09:11:32","7","09:14:28","walk"
"1530290","7","09:30:28","7","13:07:09","walk"
"1530291","7","13:48:26","7","13:53:36","subway"
"1530292","7","13:53:38","7","13:57:26","walk"
"1530293","7","20:02:25","7","20:08:55","taxi"
"1530294","7","20:08:57","7","20:13:15","walk"
"1530295","1","07:10:34","1","07:21:52","walk"
"1530296","1","07:21:54","1","07:28:47","subway"
"1530297","1","07:28:52","1","17:50:38","walk"
"1530298","1","17:50:40","1","17:59:50","bus"
"1530299","1","18:24:03","1","18:27:04","walk"
"1530300","2","07:24:03","2","07:28:01","walk"
"1530301","2","07:28:03","2","07:41:08","bus"
"1530302","2","07:41:10","2","07:45:28","walk"
"1530303","2","17:24:29","2","17:30:04","walk"
"1530304","2","17:30:06","2","17:36:44","bus"
"1530305","2","17:36:46","2","17:53:19","walk"
"1530306","3","07:27:33","3","07:33:28","walk"
"1530307","3","07:33:30","3","07:44:33","bus"
"1530308","3","07:44:36","3","07:47:38","walk"
"1530309","3","18:30:30","3","18:36:45","walk"
"1530310","3","18:36:48","3","18:46:48","bus"
"1530311","3","18:46:50","3","18:57:35","walk"
"1530312","4","07:39:41","4","07:49:05","bus"
"1530313","4","07:49:07","4","17:44:31","walk"
"1530314","4","17:44:33","4","17:51:56","bus"
"1530315","4","17:51:59","4","17:56:06","walk"
"1530316","5","17:22:35","5","17:25:05","walk"
"1530317","6","07:29:24","6","07:33:14","walk"
"1530318","6","07:33:16","6","08:41:31","car"
"1530319","6","08:41:33","6","08:49:40","walk"
"1530320","6","08:49:42","6","16:55:47","car"
"1530321","6","16:57:21","6","18:34:03","walk"
"1530322","6","21:46:50","6","21:53:08","taxi"
"1530323","6","21:53:10","6","21:55:46","walk"
"1530324","7","11:33:53","7","11:47:58","walk"
"1530325","7","11:48:01","7","11:53:21","bus"
"1530326","7","11:53:23","7","11:58:25","walk"
"1530327","7","15:27:16","7","15:33:05","bus"
"1530328","7","15:33:07","7","15:40:51","walk"
"1530329","7","20:03:09","7","20:06:29","walk"
"1530330","7","20:06:31","7","20:23:25","car"
"1530331","7","20:23:27","7","20:30:07","walk"
"1530332","1","07:42:39","1","07:52:51","bus"
"1530333","1","07:52:53","1","16:39:44","walk"
"1530334","1","16:39:46","1","16:48:36","bus"
"1530335","1","16:48:38","1","17:10:08","walk"
"1530336","2","07:26:07","2","07:29:05","walk"
"1530337","2","07:29:07","2","07:40:53","bus"
"1530338","2","07:40:55","2","07:44:03","walk"
"1530339","2","16:29:30","2","16:31:06","subway"
"1530340","2","16:31:08","2","16:41:04","walk"
"1530341","2","16:53:48","2","17:11:44","walk"
"1530342","2","17:11:46","2","17:19:20","bus"
"1530343","2","17:19:22","2","17:24:40","walk"
"1530344","2","20:11:14","2","20:43:48","walk"
"1530345","3","07:12:07","3","07:24:29","walk"
"1530346","3","07:24:31","3","07:29:21","subway"
"1530347","3","16:23:34","3","16:28:52","subway"
"1530348","3","16:28:54","3","20:40:54","walk"
"1530349","3","20:56:48","3","20:59:19","walk"
"1530350","3","20:59:21","3","21:18:07","taxi"
"1530351","3","21:18:09","3","21:23:07","walk"
"1530352","4","07:36:10","4","07:37:54","walk"
"1530353","4","07:37:56","4","07:47:14","bus"
"1530354","4","07:47:16","4","07:51:16","walk"
"1530355","4","17:45:10","4","18:07:54","walk"
"1530356","4","20:16:25","4","20:21:59","walk"
"1530357","4","20:22:02","4","20:26:35","bus"
"1530358","4","20:26:37","4","20:30:55","walk"
"1530359","5","07:13:06","5","07:25:16","walk"
"1530360","5","07:25:18","5","07:28:50","subway"
"1530361","5","19:49:11","5","19:54:10","walk"
"1530362","5","19:54:12","5","20:03:44","bus"
"1530363","5","20:03:46","5","20:08:46","walk"
"1530364","1","07:27:30","1","07:38:26","bus"
"1530365","1","07:38:28","1","07:42:57","walk"
"1530366","1","15:57:05","1","16:00:15","walk"
"1530367","1","16:00:17","1","16:08:25","bus"
"1530368","1","16:08:27","1","16:12:15","walk"
"1530369","2","07:44:56","2","07:52:22","bus"
"1530370","2","07:52:24","2","07:55:30","walk"
"1530371","2","15:13:00","2","16:00:07","car"
"1530372","4","17:58:07","4","18:31:55","walk"
"1530373","5","12:17:09","5","12:37:41","walk"
"1530374","5","12:37:43","5","13:21:22","car"
"1530375","5","13:21:24","5","13:25:36","walk"
"1530376","5","14:01:17","5","14:04:35","walk"
"1530377","5","14:04:37","5","14:11:53","bus"
"1530378","5","14:11:55","5","14:17:29","walk"
"1530379","6","19:19:59","6","20:35:39","walk"
"1530380","1","07:28:56","1","07:31:26","walk"
"1530381","1","07:31:28","1","07:40:14","bus"
"1530382","1","07:40:16","1","07:42:52","walk"
"1530383","1","16:06:18","1","16:15:26","bus"
"1530384","1","16:15:28","1","16:22:58","walk"
"1530385","2","07:22:42","2","07:24:53","walk"
"1530386","2","07:24:56","2","07:34:21","bus"
"1530387","2","07:34:23","2","07:36:49","walk"
"1530388","2","16:26:20","2","16:30:22","bus"
"1530389","2","16:30:24","2","16:31:14","walk"
"1530390","2","17:33:48","2","17:36:30","walk"
"1530391","4","11:58:33","4","12:02:59","walk"
"1530392","4","12:03:01","4","12:08:25","bus"
"1530393","4","12:08:27","4","12:15:13","walk"
"1530394","4","17:30:46","4","17:39:53","walk"
"1530395","4","17:39:55","4","17:51:19","bus"
"1530396","4","17:51:21","4","20:26:35","walk"
"1530397","4","20:26:37","4","20:40:19","bus"
"1530398","4","20:40:21","4","20:45:00","walk"
"1530399","5","08:48:59","5","08:50:59","walk"
"1530400","5","08:51:01","5","09:11:04","bus"
"1530401","5","09:11:06","5","09:15:32","walk"
"1530402","5","16:04:17","5","16:24:01","taxi"
"1530403","5","16:24:03","5","16:29:03","walk"
"1530404","1","07:27:30","1","07:31:14","walk"
"1530405","1","07:31:16","1","07:44:50","bus"
"1530406","1","07:44:52","1","07:47:08","walk"
"1530407","1","15:43:08","1","15:51:46","bus"
"1530408","1","15:51:48","1","16:11:07","walk"
"1530409","2","07:42:20","2","07:50:16","bus"
"1530410","2","07:50:18","2","07:53:28","walk"
"1530411","2","18:55:35","2","19:11:05","car"
"1530412","2","19:39:35","2","19:42:23","walk"
"1530413","4","07:44:51","4","07:45:59","walk"
"1530414","4","07:46:01","4","07:55:39","bus"
"1530415","4","07:55:41","4","07:59:09","walk"
"1530416","4","15:52:54","4","16:50:36","car"
"1530417","4","19:19:42","4","19:43:24","car"
"1530418","4","19:43:26","4","20:30:44","walk"
"1530419","4","20:30:46","4","20:57:08","car"
"1530420","4","20:57:10","4","20:59:18","walk"
"1530421","5","07:51:27","5","07:52:57","walk"
"1530422","5","07:52:59","5","08:03:33","bus"
"1530423","5","08:03:35","5","08:06:05","walk"
"1530424","5","15:22:21","5","15:24:01","walk"
"1530425","5","20:04:28","5","20:26:48","taxi"
"1530426","5","20:26:50","5","20:29:26","walk"
"1530427","7","10:02:28","7","10:05:04","walk"
"1530428","7","10:05:06","7","10:39:36","bus"
"1530429","7","10:39:38","7","10:42:24","walk"
"1530430","7","14:20:00","7","14:24:18","walk"
"1530431","7","14:24:20","7","14:39:20","taxi"
"1530432","7","14:39:22","7","14:42:32","walk"
"1530433","1","06:50:09","1","06:51:59","walk"
"1530434","1","06:52:01","1","06:59:35","bus"
"1530435","1","06:59:37","1","17:01:05","walk"
"1530436","1","17:01:07","1","17:09:13","bus"
"1530437","2","07:00:29","2","07:03:31","walk"
"1530438","2","07:03:32","2","07:14:03","bus"
"1530439","2","07:14:05","2","07:16:59","walk"
"1530440","2","15:15:18","2","15:23:06","bus"
"1530441","2","15:23:08","2","15:27:14","walk"
"1530442","3","08:47:46","3","08:51:36","walk"
"1530443","3","08:51:38","3","09:28:04","bus"
"1530444","3","09:28:06","3","11:08:26","walk"
"1530445","3","11:08:28","3","11:56:40","bus"
"1530446","3","11:56:42","3","12:01:59","walk"
"1530447","3","14:43:35","3","14:53:41","walk"
"1530448","3","14:53:43","3","14:57:23","bus"
"1530449","3","14:57:25","3","15:04:37","walk"
"1530450","3","15:37:19","3","19:20:42","walk"
"1530451","3","19:20:44","3","19:26:10","bus"
"1530452","3","19:26:12","3","20:27:36","walk"
"1530453","3","20:27:38","3","20:42:38","taxi"
"1530454","3","20:42:40","3","20:45:50","walk"
"1530455","4","07:03:47","4","07:15:05","bus"
"1530456","4","07:15:07","4","07:18:37","walk"
"1530457","4","15:27:43","4","15:32:55","bus"
"1530458","4","15:32:57","4","15:54:41","walk"
"1530459","5","06:53:51","5","06:59:57","bus"
"1530460","5","06:59:59","5","07:02:51","walk"
"1530461","5","16:34:53","5","17:05:31","car"
"1530462","5","21:07:29","5","21:37:07","car"
"1530463","5","21:37:09","5","21:39:03","walk"
"1530464","6","10:42:03","6","10:58:21","walk"
"1530465","6","10:58:23","6","11:02:55","bus"
"1530466","6","11:02:57","6","11:10:15","walk"
"1530467","6","11:35:54","6","11:45:24","subway"
"1530468","6","11:45:26","6","11:53:28","walk"
"1530469","6","11:53:30","6","11:57:14","car"
"1530470","6","12:49:21","6","13:28:45","car"
"1530471","6","13:28:47","6","13:39:41","walk"
"1530472","6","13:39:43","6","13:47:27","bus"
"1530473","6","13:47:29","6","14:14:53","walk"
"1530474","6","17:16:50","6","17:22:54","bus"
"1530475","6","17:22:56","6","17:29:14","walk"
"1530476","6","17:29:16","6","18:10:58","car"
"1530477","6","18:11:00","6","18:32:12","walk"
"1530478","6","18:32:14","6","18:34:08","car"
"1530479","6","20:12:01","6","20:16:41","car"
"1530480","6","21:01:09","6","21:28:20","walk"
"1530481","7","11:02:18","7","11:07:24","walk"
"1530482","7","11:07:26","7","11:15:42","bus"
"1530483","7","11:15:44","7","11:21:20","walk"
"1530484","7","11:45:43","7","12:36:20","walk"
"1530485","7","13:16:47","7","13:20:45","walk"
"1530486","7","13:20:47","7","13:23:07","bus"
"1530487","7","13:23:09","7","14:15:28","walk"
"1530488","1","06:46:53","1","06:50:47","walk"
"1530489","1","06:50:49","1","07:02:41","bus"
"1530490","1","07:02:43","1","07:05:13","walk"
"1530491","1","16:38:09","1","16:44:03","walk"
"1530492","1","16:44:05","1","16:54:21","bus"
"1530493","1","16:54:23","1","17:29:25","walk"
"1530494","2","07:00:36","2","07:06:38","bus"
"1530495","2","07:06:40","2","07:09:08","walk"
"1530496","2","17:03:00","2","17:06:24","walk"
"1530497","2","18:23:35","2","18:28:05","bus"
"1530498","2","18:34:53","2","19:06:17","bus"
"1530499","2","19:06:19","2","19:17:28","walk"
"1530500","3","06:58:08","3","07:00:04","walk"
"1530501","3","07:00:06","3","07:09:59","bus"
"1530502","3","07:10:01","3","07:12:49","walk"
"1530503","3","21:05:59","3","21:11:45","walk"
"1530504","3","21:11:47","3","21:20:01","bus"
"1530505","3","21:20:03","3","21:25:17","walk"
"1530506","4","06:49:38","4","06:53:18","walk"
"1530507","4","06:53:20","4","07:01:06","bus"
"1530508","4","07:01:08","4","07:03:42","walk"
"1530509","4","07:02:28","4","22:25:18","taxi"
"1530510","5","06:55:12","5","07:02:54","bus"
"1530511","5","07:02:56","5","07:06:08","walk"
"1530512","7","09:28:05","7","09:31:45","walk"
"1530513","7","09:31:47","7","09:52:20","taxi"
"1530514","7","16:31:28","7","18:48:58","walk"
"1530515","7","20:40:35","7","20:51:25","walk"
"1530516","7","20:51:27","7","20:55:37","taxi"
"1530517","7","20:55:39","7","20:58:47","walk"
"1530518","1","06:35:35","1","06:48:15","walk"
"1530519","1","17:19:19","1","17:31:15","bus"
"1530520","1","17:31:17","1","17:32:17","walk"
"1530521","2","06:55:52","2","06:57:41","walk"
"1530522","2","06:57:43","2","07:07:47","bus"
"1530523","2","07:07:49","2","07:09:57","walk"
"1530524","2","11:59:36","2","12:06:54","walk"
"1530525","2","12:06:56","2","12:14:14","bus"
"1530526","2","12:14:16","2","12:18:22","walk"
"1530527","2","16:32:05","2","20:37:52","car"
"1530528","2","20:37:54","2","20:40:24","walk"
"1530529","3","07:05:04","3","07:08:15","walk"
"1530530","3","07:08:17","3","07:19:47","bus"
"1530531","3","07:19:49","3","07:23:17","walk"
"1530532","4","11:06:44","4","16:07:36","taxi"
"1530533","4","16:07:38","4","16:08:56","walk"
"1530534","5","09:04:24","5","09:07:11","walk"
"1530535","5","10:57:45","5","11:04:14","taxi"
"1530536","5","11:04:22","5","13:06:50","walk"
"1530537","5","21:15:17","5","21:29:26","bike"
"1530538","6","09:18:25","6","09:19:03","walk"
